x,y,category
6004,8381,0
66520,41566,0
42792,62623,0
27423,67676,0
16492,5533,0
23035,2521,0
2722,74485,0
94061,57107,0
64698,86294,0
97437,49504,0
411,37458,0
97739,28880,0
11914,33438,0
90049,83966,0
74686,6044,0
56048,60077,0
89853,3067,0
49317,28416,0
30481,97257,0
28522,1448,0
56546,4150,0
58934,30871,0
58258,2247,0
51314,4428,0
6020,76457,0
95493,27669,0
58500,76450,0
92056,79487,0
25712,12231,0
3054,35581,0
37530,75698,0
71837,78287,0
28114,67734,0
48204,21792,0
75573,64813,0
14195,98228,0
96097,86834,0
85250,1730,0
35380,31533,0
37949,27981,0
22738,61735,0
13983,70106,0
83594,18360,0
38636,42682,0
13121,70686,0
19087,12523,0
53665,82641,0
94827,59339,0
78944,89389,0
41847,80242,0
54273,49811,0
83755,50940,0
98026,22345,0
4091,27201,0
93452,84637,0
48503,64399,0
69237,82356,0
84608,3050,0
56287,15428,0
54966,99816,0
48257,39088,0
25000,46737,0
76729,99999,0
97049,90606,0
61750,59044,0
95757,92301,0
62757,49001,0
55851,51406,0
76982,8794,0
14810,56259,0
87593,64562,0
26479,45069,0
2834,4357,0
39757,44696,0
27004,5623,0
57030,22078,0
1451,24054,0
24995,14432,0
90645,34043,0
96328,14961,0
72770,15099,0
85146,84774,0
7966,60121,0
16530,66457,0
28154,45503,0
87560,20476,0
86034,83990,0
18688,75624,0
38635,11640,0
74021,47248,0
13590,43077,0
27362,18,0
86224,99323,0
2366,65518,0
44227,31584,0
29604,10227,0
82523,48518,0
74101,85273,0
41472,41029,0
33886,70237,0
50022,92992,0
23437,68243,0
80555,15399,0
27148,3533,0
35016,50892,0
32336,4269,0
76828,4675,0
29268,26410,0
37522,26428,0
4821,70386,0
56828,34916,0
11598,56436,0
90529,59915,0
95463,30867,0
2968,45821,0
45082,14195,0
12713,18642,0
49259,39478,0
8126,82244,0
54720,17709,0
96614,48475,0
64301,97442,0
79608,54982,0
57230,57261,0
28974,41844,0
67570,24688,0
90548,9110,0
64645,2780,0
72704,47915,0
51253,30969,0
72707,62830,0
50810,52716,0
75826,80453,0
82409,41065,0
21610,63235,0
6121,37314,0
61639,59967,0
54385,9687,0
33995,10650,0
19641,52730,0
89023,66052,0
33602,68900,0
19567,30212,0
98652,69932,0
27462,59209,0
21381,82818,0
2217,52920,0
6567,1218,0
26330,92123,0
73262,20858,0
33374,93894,0
78370,80694,0
80952,62655,0
47785,36773,0
5751,47085,0
21122,53819,0
68449,2742,0
17846,42086,0
11525,77038,0
28932,60373,0
73305,82891,0
69842,47307,0
38490,56001,0
58126,19993,0
43789,87394,0
25247,19375,0
16758,29057,0
62969,77907,0
35371,7020,0
70894,92636,0
96561,80318,0
79097,20259,0
17848,75577,0
63445,26421,0
75253,22199,0
13007,25943,0
70578,16764,0
33626,36856,0
85817,78492,0
14549,45108,0
92174,26699,0
35106,20046,0
15301,80536,0
3344,54554,0
97845,36260,0
18933,21333,0
11386,96725,0
27858,32778,0
82625,48826,0
62931,30634,0
26018,70992,0
10928,13422,0
2811,15872,0
85249,56990,0
22753,80526,0
55710,12468,0
33947,6221,0
62375,89609,0
57922,33181,0
32336,8798,0
26956,2421,0
29133,68089,0
87181,27216,0
92283,87957,0
25750,71524,0
48568,99597,0
61883,32990,0
9312,82403,0
52308,47510,0
68302,73745,0
87589,99522,0
51110,96854,0
7701,47341,0
16419,90802,0
92274,71185,0
19757,81475,0
84029,2003,0
15167,2210,0
36146,8565,0
6817,36405,0
6189,78375,0
3749,42282,0
39745,49506,0
58476,2149,0
3289,89192,0
7854,52768,0
80903,64525,0
19691,48684,0
8718,42271,0
83263,70240,0
92130,22392,0
10617,1950,0
95391,42265,0
54426,3113,0
17257,41348,0
82637,27607,0
94761,29575,0
3523,90707,0
56860,12080,0
65970,36208,0
70559,32249,0
30397,74169,0
64908,50122,0
99865,94808,0
31545,74204,0
7543,75617,0
96921,47306,0
22361,65637,0
39247,56859,0
46932,22127,0
2690,94199,0
86405,31499,0
94348,5121,0
10656,507,0
87971,5959,0
50304,37162,0
15931,19437,0
29713,92173,0
84105,86966,0
84945,35219,0
48991,48726,0
81877,7294,0
93326,37854,0
75823,71377,0
1379,10290,0
93906,45048,0
12971,18436,0
74939,13830,0
72685,83956,0
28709,42993,0
26046,38718,0
39260,49486,0
70533,69654,0
8523,99062,0
68819,22556,0
4174,52496,0
61982,21266,0
35255,56739,0
56358,57505,0
9608,92737,0
2068,50504,0
70378,33148,0
17380,91041,0
46866,72377,0
79959,20229,0
4694,45838,0
17379,44555,0
53224,77203,0
3726,22369,0
91564,96764,0
71446,67326,0
4714,71191,0
70614,90669,0
16811,99721,0
30407,40894,0
21388,17454,0
2560,7459,0
86658,45035,0
36781,55860,0
6144,99646,0
5600,83119,0
97419,93568,0
31812,94837,0
44064,8876,0
17920,16229,0
75961,11743,0
67273,35939,0
43757,83657,0
19513,15111,0
53228,23397,0
48493,24046,0
99722,84544,0
58459,10765,0
93131,8456,0
64507,59879,0
33411,83143,0
37781,29274,0
46256,95567,0
3732,67489,0
21,32347,0
2867,7098,0
32237,12068,0
82907,35785,0
41840,46,0
62190,60308,0
77749,45245,0
38044,60948,0
21589,74461,0
47650,33332,0
90794,38945,0
94517,75734,0
88865,38438,0
6435,74044,0
50678,82031,0
22059,52203,0
87471,83709,0
86094,39305,0
8124,73504,0
19922,26974,0
95074,7330,0
46324,92670,0
37448,31944,0
98696,21152,0
23971,62746,0
41412,45187,0
5516,78124,0
32062,97258,0
72691,3426,0
6411,95713,0
57374,19867,0
67687,52926,0
14051,35475,0
2993,3830,0
79887,78800,0
22448,77038,0
70556,4893,0
22421,57729,0
46962,371,0
25445,62447,0
57210,29045,0
41044,5056,0
92741,17640,0
19088,13340,0
80730,18190,0
27158,93059,0
2962,82960,0
90642,81513,0
90048,31551,0
86119,32897,0
57304,86920,0
5711,50232,0
89180,800,0
97504,21051,0
13475,85742,0
55452,60211,0
22504,89474,0
14700,10443,0
16586,56055,0
57656,28629,0
61054,49337,0
35193,26714,0
65838,68793,0
58313,72314,0
31678,53380,0
55764,31747,0
9833,70658,0
42001,71144,0
36469,84489,0
34837,23248,0
85713,66752,0
32614,69544,0
15587,30295,0
17339,42570,0
4256,62032,0
80427,44255,0
69680,32153,0
33351,6037,0
99544,17201,0
29534,22309,0
35718,63830,0
88292,44579,0
31891,13677,0
46881,54239,0
17040,51547,0
39855,51970,0
80201,96420,0
35102,5657,0
49397,24268,0
21827,49770,0
83047,86972,0
61484,75399,0
36227,49092,0
2911,35429,0
20618,922,0
97308,3579,0
53558,33271,0
8465,9584,0
65706,85071,0
86369,99355,0
69533,83487,0
10513,81460,0
25102,67166,0
50418,71348,0
81971,30795,0
93124,22181,0
67483,57919,0
29887,35356,0
61763,39170,0
44875,62089,0
803,84187,0
85104,29875,0
51045,99414,0
62831,30759,0
58705,43074,0
50093,22252,0
59398,67014,0
10013,26880,0
92403,76348,0
99505,42105,0
44556,17259,0
40301,67650,0
69995,67562,0
16770,54055,0
42309,75173,0
67020,48859,0
64205,67980,0
26409,79029,0
78469,12594,0
59786,8995,0
79026,82113,0
54184,35844,0
10763,42056,0
48662,41524,0
86171,62995,0
30482,72644,0
55904,45830,0
29627,53236,0
4219,50030,0
67603,15091,0
59015,73248,0
80484,48493,0
25497,15610,0
79872,5576,0
27568,39977,0
41140,40237,0
40369,34312,0
28582,45126,0
99505,46704,0
14062,99464,0
91051,69214,0
35312,35607,0
55318,27456,0
9584,19616,0
64134,48102,0
99396,86547,0
93099,76853,0
58464,74290,0
14988,13136,0
88177,95453,0
48343,99820,0
12366,22633,0
89591,42700,0
94412,41660,0
53715,92901,0
65405,72824,0
27977,53593,0
65671,70376,0
13159,5482,0
36999,84216,0
43620,79716,0
9945,34365,0
50359,55795,0
86123,60570,0
129,69472,0
13644,74925,0
77739,57829,0
72287,57840,0
36017,23247,0
28456,25296,0
89501,89648,0
19414,90539,0
67401,68785,0
7588,54132,0
69917,77807,0
53187,81121,0
95096,20043,0
67026,64667,0
48905,11561,0
76326,51280,0
27669,55517,0
38758,65933,0
7985,87771,0
89155,35387,0
27374,7865,0
19214,12129,0
31453,64590,0
8182,38652,0
25652,6849,0
19788,1747,0
67302,5376,0
38430,59877,0
23030,85271,0
7849,75207,0
91777,48292,0
87570,84144,0
40932,58865,0
14209,3502,0
20968,16952,0
52367,6102,0
67796,83098,0
19183,68198,0
72519,69525,0
27809,51436,0
46843,8721,0
58052,77461,0
13150,2324,0
60644,80205,0
4655,35507,0
45075,24399,0
92204,50236,0
23391,50370,0
38979,85693,0
29766,79979,0
10902,70783,0
5330,67270,0
11722,56450,0
11202,53250,0
40744,17263,0
88828,84456,0
11368,88768,0
13235,18483,0
73910,84641,0
31018,28670,0
41136,37867,0
57011,3881,0
98968,51130,0
78889,95660,0
97466,33941,0
17799,68942,0
62554,44638,0
4060,51716,0
99587,20682,0
48482,17465,0
1416,16180,0
21648,65597,0
35379,29442,0
34541,20112,0
10613,71766,0
23348,71704,0
10060,71307,0
47184,57021,0
88682,63838,0
27680,88191,0
64039,29389,0
10840,75905,0
91926,7168,0
96903,47759,0
81279,4677,0
52882,67,0
63888,1820,0
91805,13677,0
67475,11620,0
79018,44207,0
54794,52198,0
75535,4343,0
33262,93034,0
70482,14714,0
8632,76684,0
46634,15601,0
47683,31657,0
18129,46557,0
57170,40968,0
99988,87917,0
21103,61071,0
94566,6339,0
36283,69221,0
13761,41278,0
56019,29393,0
58672,21922,0
57367,50633,0
35594,66616,0
4131,86761,0
74552,7908,0
8041,79788,0
93975,57772,0
77419,28017,0
50159,76883,0
44726,93316,0
96224,87119,0
74694,35572,0
83682,71395,0
80687,65314,0
71806,9138,0
84799,58220,0
74107,93379,0
98602,33691,0
20055,49486,0
70010,48464,0
24373,69479,0
80324,25906,0
12376,10280,0
91048,34823,0
43455,75476,0
92815,95596,0
74808,80915,0
87219,39275,0
31770,88966,0
98274,58140,0
61531,41287,0
53134,2604,0
86571,87840,0
9574,83391,0
36598,10959,0
95585,89871,0
8803,24669,0
1820,68229,0
98194,39014,0
70551,9381,0
47619,707,0
17694,17010,0
23795,97156,0
82038,58647,0
23330,74954,0
36477,55524,0
8348,77470,0
8850,43525,0
81133,62542,0
21850,62214,0
46254,55053,0
17029,65361,0
39170,33026,0
77285,32841,0
88510,53756,0
97371,42601,0
4321,72081,0
35741,43446,0
70131,83248,0
34605,70363,0
55703,96699,0
34755,54686,0
35528,70113,0
72270,57911,0
98253,53461,0
76472,75512,0
50740,15015,0
66490,81635,0
20542,61624,0
59069,39433,0
83000,292,0
26214,17245,0
16808,29794,0
94781,42827,0
61843,69569,0
88735,75837,0
91098,3617,0
48036,9479,0
8148,28638,0
57744,828,0
18575,46926,0
78656,11524,0
31286,79379,0
75842,19209,0
74014,50060,0
43941,59176,0
93673,67461,0
78380,4350,0
73376,42480,0
62682,10366,0
89132,63063,0
26311,96842,0
54118,12006,0
22419,71079,0
68352,71930,0
88641,40802,0
17274,84393,0
49568,40162,0
10775,24649,0
56676,1050,0
54005,90184,0
54277,39182,0
91556,56369,0
73711,6648,0
48333,39707,0
20283,51425,0
83981,35251,0
26719,88285,0
57005,93077,0
92716,71261,0
96725,46461,0
1204,8242,0
88529,77994,0
93612,14477,0
23394,91651,0
28204,62222,0
52202,49527,0
65388,42971,0
37913,5303,0
39192,7354,0
70722,73629,0
31496,63279,0
23722,22265,0
99846,8764,0
83198,86506,0
2839,45675,0
75060,38728,0
53667,74457,0
33652,84250,0
79548,66089,0
74938,44766,0
88555,1058,0
47075,49952,0
25677,47439,0
59895,36652,0
25907,17744,0
49921,30862,0
74537,86293,0
27856,88732,0
72590,79753,0
18718,36084,0
45014,4185,0
28684,24924,0
98184,22956,0
33571,99542,0
4198,66432,0
49536,12879,0
81769,78234,0
69006,44167,0
54739,97294,0
85231,70942,0
73456,62648,0
4468,86874,0
26997,19171,0
95288,53266,0
87951,65900,0
33604,54196,0
48908,84411,0
17149,43901,0
20891,59060,0
99822,4517,0
36848,70047,0
67058,9914,0
99856,15201,0
97190,91590,0
14938,49897,0
77815,59553,0
34064,48499,0
28023,36312,0
78061,14282,0
25272,85822,0
16568,93200,0
55857,79179,0
23829,36471,0
49089,58889,0
48262,47877,0
94818,52617,0
55947,14460,0
223,72695,0
33366,16842,0
76879,14003,0
90501,14022,0
74632,79475,0
34031,69366,0
4765,29325,0
14017,16515,0
52034,88753,0
90954,43717,0
45777,73586,0
5300,34479,0
28000,65152,0
82267,81286,0
1722,77690,0
59051,7656,0
31216,91091,0
46217,85086,0
59532,14333,0
41269,66853,0
23316,76003,0
63319,99792,0
72972,75896,0
62945,37364,0
40643,29899,0
1417,35484,0
79613,58221,0
55293,42129,0
13686,13984,0
86694,79130,0
68734,5783,0
35197,20094,0
3957,54738,0
30604,69683,0
13056,60801,0
98411,39240,0
14949,28772,0
55812,2500,0
93414,6793,0
91577,61524,0
13964,25771,0
92939,62608,0
56277,50905,0
25130,93673,0
78444,85518,0
62708,14999,0
91961,49802,0
46498,20147,0
18858,56060,0
31402,65282,0
88776,58828,0
60362,23901,0
85567,75880,0
38521,63897,0
78541,13879,0
44035,7372,0
49553,79121,0
73784,25660,0
161,37790,0
95887,25733,0
91240,16322,0
85146,81739,0
3949,4312,0
84985,91970,0
6360,7685,0
16460,80502,0
22705,25376,0
97008,61731,0
34506,59741,0
23081,34041,0
76928,73960,0
18191,89918,0
19969,74075,0
99500,19267,0
53480,37920,0
40793,44109,0
72527,11889,0
49748,41475,0
90427,89613,0
35500,38059,0
15431,82986,0
80575,54306,0
5977,19803,0
58764,22368,0
95696,82205,0
5971,68708,0
3166,71090,0
86215,19970,0
95578,12936,0
32140,57285,0
83942,92161,0
16008,41004,0
13944,79801,0
24593,39258,0
83448,90739,0
58436,2361,0
34387,82991,0
17070,89792,0
63825,39965,0
78177,41443,0
17896,1315,0
35136,98130,0
27733,83765,0
5594,18453,0
4677,87333,0
93921,12307,0
39091,98018,0
44500,82781,0
20569,55439,0
27517,27424,0
59,31460,0
90974,5550,0
90729,62784,0
45376,73250,0
54901,31290,0
20851,3756,0
48064,26718,0
63494,49286,0
25928,49097,0
34072,80587,0
66366,80182,0
43283,38413,0
58751,92943,0
27672,45636,0
23613,70261,0
6615,8982,0
86063,16047,0
51715,54803,0
86176,16349,0
66948,65163,0
34697,13022,0
8339,59409,0
71285,90905,0
65700,68221,0
33315,22299,0
29925,69649,0
60939,75433,0
81319,11550,0
72698,60810,0
46656,60011,0
42501,34555,0
8059,15483,0
91230,97950,0
92087,80259,0
80032,4779,0
55310,98186,0
12570,34750,0
25514,39039,0
39308,81957,0
84553,86484,0
77535,31455,0
52102,29209,0
20079,35751,0
70403,58903,0
50512,15658,0
74979,7109,0
7485,12392,0
67951,26313,0
65320,90039,0
52495,56901,0
96428,13041,0
87559,68870,0
172,5360,0
66613,59465,0
76162,86924,0
14313,61489,0
22597,80277,0
14690,60442,0
48595,35956,0
89515,86631,0
76743,644,0
82703,71918,0
93860,71363,0
60355,44689,0
41141,28322,0
75788,27049,0
55285,46857,0
28241,60117,0
52725,61712,0
965,89926,0
19839,52322,0
8127,18148,0
52513,45293,0
57172,2615,0
97039,75549,0
49301,81323,0
72536,42510,0
84371,26446,0
54655,20077,0
6465,74615,0
71133,96687,0
2637,10545,0
59798,56818,0
43891,74453,0
57876,89134,0
55037,79546,0
33933,58355,0
79244,68390,0
44043,29169,0
39306,46276,0
70207,13993,0
47762,28272,0
31235,54442,0
67441,37375,0
38903,44991,0
68649,95888,0
63313,70714,0
16831,31275,0
24869,45298,0
28094,86515,0
66424,65885,0
7142,54081,0
85146,84935,0
67330,89425,0
28091,26030,0
1066,84703,0
24428,30815,0
64559,44118,0
91749,72753,0
57422,56790,0
54839,67276,0
13386,64850,0
45243,5342,0
98928,88467,0
57662,55104,0
8133,869,0
90967,650,0
53052,23503,0
46825,40389,0
82788,11174,0
38142,68217,0
85617,89382,0
20822,95851,0
44875,41481,0
2785,20710,0
74713,50518,0
5681,16697,0
13617,9206,0
5519,23341,0
56016,57949,0
40811,5575,0
67352,52986,0
63192,5144,0
64404,55633,0
70486,37306,0
65948,88226,0
55720,98548,0
17134,26591,0
85709,94779,0
12420,84215,0
33656,5746,0
83379,63570,0
86554,16174,0
3478,62121,0
69566,33127,0
78295,61634,0
26247,79256,0
87970,29804,0
34566,62045,0
75249,52769,0
24951,62461,0
27805,32026,0
93269,50842,0
79148,35056,0
19726,12909,0
25802,43336,0
8154,53358,0
58312,53759,0
41244,65212,0
13108,12817,0
64012,93679,0
32064,99401,0
37651,24453,0
58308,49663,0
52617,78068,0
8277,28179,0
85892,85754,0
64096,44063,0
21961,93637,0
8281,97882,0
55040,96131,0
38278,32738,0
97304,22970,0
94577,28624,0
18506,12307,0
78381,71321,0
41697,50111,0
16488,37315,0
14533,1711,0
46068,51329,0
33568,56111,0
52106,8164,0
43819,93235,0
67116,93805,0
46121,68095,0
65224,64937,0
42199,18375,0
8016,7096,0
22518,35926,0
4097,37914,0
21150,5949,0
74417,24992,0
973,66837,0
97621,42791,0
74089,41131,0
46919,29802,0
49721,60364,0
71424,70348,0
48223,49159,0
17714,91889,0
68136,76211,0
85130,39927,0
67167,73735,0
88076,1198,0
58232,67373,0
5098,862,0
97921,13893,0
2321,37876,0
98809,98026,0
94658,24468,0
95359,21848,0
75118,58495,0
72706,56079,0
37905,24218,0
36100,3793,0
98410,82080,0
67443,381,0
325,6080,0
17727,42618,0
95638,43725,0
83293,50177,0
40111,45899,0
41046,21877,0
51526,36761,0
28457,69200,0
73607,44735,0
75867,62155,0
46466,69405,0
49694,97826,0
36182,56508,0
92105,22998,0
72207,67069,0
1518,18032,0
86653,25356,0
82435,74506,0
73482,73637,0
41769,49347,0
26073,83703,0
54577,50028,0
38531,34441,0
65167,78306,0
30998,19309,0
54453,59348,0
19810,65338,0
95064,22012,0
39003,29953,0
26369,11279,0
59080,33323,0
26726,3831,0
54497,82286,0
57383,77721,0
17156,68217,0
18059,10912,0
49461,7977,0
84487,1282,0
98862,87345,0
10676,79038,0
61209,93766,0
25010,21575,0
80017,65620,0
68534,68427,0
36547,82729,0
4877,59778,0
83808,74307,0
94753,28396,0
84771,29003,0
35337,79175,0
51802,84714,0
54255,29131,0
23261,9239,0
83035,90969,0
87694,17648,0
78533,71699,0
24482,70058,0
41247,7537,0
11501,67199,0
60531,4202,0
41242,14200,0
33614,10457,0
52187,42948,0
85981,50686,0
71490,86810,0
65314,79256,0
26819,43589,0
42385,2717,0
10996,41374,0
85373,24833,0
67138,82293,0
40082,15650,0
69609,98439,0
28809,83104,0
52172,60632,0
81918,74915,0
54644,83035,0
68026,60116,0
76098,46167,0
37510,48062,0
87902,83000,0
60130,92933,0
4187,75081,0
31382,49165,0
29096,50265,0
56112,83821,0
5979,49715,0
56176,28408,0
58409,28603,0
33444,10695,0
3034,65126,0
71529,62027,0
7612,24225,0
63215,10992,0
18448,47439,0
90822,79799,0
38919,86272,0
5250,50720,0
66668,20636,0
69552,61374,0
1244,23515,0
17396,11359,0
67495,76213,0
77973,63878,0
89609,94853,0
56346,78895,0
94439,77516,0
94120,71102,0
89684,9248,0
7597,50570,0
49690,58340,0
52755,72836,0
79188,65977,0
64282,20078,0
30294,83909,0
84308,79136,0
30421,5832,0
9253,79612,0
89760,52037,0
8131,3393,0
26753,90891,0
11438,3423,0
23026,51299,0
85583,15091,0
82582,22941,0
73326,56721,0
59850,72173,0
16228,91010,0
24914,96346,0
75035,9492,0
43529,65191,0
90197,7473,0
85770,18301,0
35476,99916,0
53989,25900,0
66740,6721,0
56944,75366,0
54830,14968,0
19637,16353,0
77312,19111,0
94866,7198,0
9677,99948,0
79372,44885,0
1918,93565,0
91739,7342,0
61835,26350,0
58387,63234,0
42362,14598,0
5923,95324,0
91805,18541,0
95696,56313,0
46582,18033,0
21835,7213,0
7111,9786,0
87203,49114,0
67323,61714,0
18398,46199,0
69360,73059,0
2467,18049,0
95240,42972,0
4665,63278,0
214,34364,0
94216,22466,0
89209,40030,0
80409,46184,0
41971,59013,0
85596,97590,0
71577,49791,0
30272,46900,0
97969,71304,0
31101,19031,0
4764,27411,0
48227,46050,0
13554,45059,0
60614,6936,0
15440,151,0
17232,11956,0
99360,52431,0
57426,40490,0
20612,18,0
95401,80319,0
34131,33431,0
49679,29002,0
21973,74624,0
81900,56854,0
84145,72195,0
29906,86995,0
10802,41536,0
43045,40627,0
39671,8453,0
70623,10007,0
84305,25044,0
86401,48628,0
94712,30543,0
73749,72514,0
50625,87439,0
65647,15141,0
15890,30631,0
81852,8267,0
57291,33441,0
66051,18058,0
28506,37293,0
24774,53632,0
58374,62221,0
89418,70683,0
52325,8161,0
96659,54981,0
64514,85384,0
27367,7178,0
70456,23125,0
52124,96136,0
20746,6145,0
17095,17291,0
92419,69427,0
23849,26089,0
10012,83825,0
9996,39926,0
55111,7026,0
72483,36668,0
90104,73049,0
57455,19569,0
37269,26360,0
33992,37589,0
80620,82517,0
35438,78829,0
69157,3777,0
51735,86905,0
82046,51372,0
35141,46496,0
15295,20482,0
67907,32389,0
83801,81342,0
17105,4078,0
86021,84513,0
40650,61476,0
62500,24949,0
22702,53348,0
50736,43352,0
43884,34702,0
208,973,0
46564,57836,0
41844,87598,0
12533,590,0
16417,97561,0
9975,66842,0
47583,75401,0
36946,72323,0
4409,1081,0
19547,23883,0
19357,90743,0
14061,12112,0
21839,51764,0
26790,44207,0
21163,69606,0
5661,4700,0
57821,90304,0
88034,19346,0
92920,4796,0
93702,54111,0
40128,62699,0
29530,69167,0
70776,17435,0
74804,90977,0
75841,36120,0
64252,96025,0
73373,32779,0
83238,12125,0
49497,47032,0
37599,31178,0
27902,43881,0
59633,27815,0
68056,66276,0
88980,58812,0
78266,62683,0
83651,54778,0
80931,66340,0
75318,563,0
10214,96257,0
47833,48863,0
779,73790,0
14314,10417,0
21316,8186,0
91855,26278,0
30894,62241,0
83017,55243,0
47140,64294,0
80151,9568,0
17124,90000,0
52788,86306,0
26418,91944,0
2675,1022,0
59770,82083,0
84460,80086,0
71658,72506,0
74506,98556,0
75627,772,0
83571,34541,0
5290,42655,0
96302,61868,0
74457,83599,0
44026,11756,0
61751,79184,0
92671,80622,0
86085,76945,0
93169,86006,0
93082,77827,0
35085,71213,0
49924,47843,0
13570,72214,0
96197,92155,0
45103,64423,0
82720,20727,0
46576,87968,0
36127,72384,0
68313,65091,0
88255,17850,0
49958,98121,0
80524,48139,0
68965,24616,0
41366,95569,0
94014,4976,0
83786,6974,0
64215,94943,0
22527,62975,0
23596,62909,0
213,28020,0
90923,91605,0
16506,61960,0
89744,47739,0
35320,37127,0
523,65597,0
21250,39558,0
19859,13676,0
76406,98852,0
74284,91958,0
65813,61774,0
79442,98450,0
70146,95668,0
46202,53234,0
22600,39042,0
35557,33535,0
25105,24398,0
41887,66562,0
55219,91495,0
4474,5792,0
35381,21552,0
2918,16234,0
30126,86655,0
18568,11091,0
67340,54261,0
73902,38437,0
83930,83804,0
24174,73987,0
14515,10778,0
39821,54602,0
82546,67508,0
18927,20201,0
40459,94550,0
66743,63939,0
12205,56263,0
22091,87575,0
30160,50548,0
83084,11780,0
58271,26787,0
39274,83754,0
36977,90095,0
66971,56666,0
5577,38968,0
62037,11091,0
61212,92195,0
69621,55564,0
87961,5258,0
93787,76784,0
42827,26898,0
1926,2972,0
81618,67309,0
25273,25734,0
49704,42754,0
50761,76415,0
96926,48793,0
46721,34794,0
38015,99352,0
79274,66506,0
74339,63604,0
88187,42967,0
88462,91643,0
51747,99031,0
63356,13318,0
41190,38798,0
25237,78635,0
13632,59726,0
17291,30261,0
22078,50624,0
24307,98416,0
40878,12405,0
49787,83476,0
92548,5700,0
21052,37929,0
47269,88466,0
99756,32752,0
26907,73818,0
15875,67261,0
56782,11133,0
79937,75901,0
87242,86944,0
21533,16410,0
32705,80328,0
55860,44342,0
1461,60298,0
97584,12398,0
88074,46034,0
87433,87516,0
5385,41965,0
31690,82487,0
54630,51638,0
55258,8629,0
16779,69612,0
72416,1707,0
52425,25946,0
52037,36818,0
63111,69331,0
48041,86889,0
14739,51526,0
12692,3201,0
65279,53572,0
65884,9318,0
61382,79726,0
88,13411,0
26913,48599,0
91758,40548,0
61392,70212,0
71328,38734,0
82175,34906,0
96273,6681,0
22539,24891,0
67067,73010,0
28461,28119,0
16907,28795,0
88659,32171,0
39426,98737,0
10570,85021,0
40901,7689,0
83830,94290,0
11477,95599,0
71643,14401,0
35989,82303,0
42639,86750,0
30119,79937,0
4529,90563,0
18946,97001,0
50532,53468,0
12377,9059,0
85950,96486,0
16794,71407,0
58468,28633,0
54446,67145,0
87564,13595,0
144,2503,0
41823,60672,0
95770,61020,0
28413,90076,0
15094,59052,0
95364,48956,0
81145,96864,0
59837,45457,0
21932,6286,0
22037,37106,0
63615,64966,0
7618,97570,0
17754,73227,0
49464,3019,0
28502,97699,0
45318,61098,0
19318,7842,0
56619,73838,0
48410,90635,0
10519,86751,0
23492,57531,0
99201,82594,0
63269,87618,0
91879,68062,0
58367,66378,0
71159,64645,0
5254,66385,0
32092,14901,0
55368,53747,0
89592,49706,0
3089,8579,0
48717,5785,0
66792,16113,0
90913,91157,0
85982,86970,0
2149,63583,0
70678,96143,0
32041,70784,0
83014,85987,0
53293,46161,0
53268,98412,0
13420,51290,0
56960,14729,0
86313,18932,0
58742,27573,0
66934,16566,0
36004,55152,0
42187,47309,0
7736,77844,0
56338,74589,0
61653,11634,0
44968,19177,0
78197,67032,0
19876,782,0
36451,62258,0
61379,98858,0
68979,85099,0
97328,56159,0
49695,71938,0
50992,47749,0
28547,10499,0
74776,69914,0
28002,85369,0
99706,91962,0
56371,32514,0
2116,92847,0
28583,48244,0
58700,5699,0
95396,78866,0
55367,57395,0
33315,67972,0
10474,22852,0
26457,65696,0
61259,98538,0
37317,4025,0
282,59698,0
7924,32031,0
53940,16845,0
98944,49699,0
91506,57661,0
25187,79702,0
97117,25216,0
61012,4113,0
81106,4533,0
33529,57411,0
18989,3504,0
34922,73676,0
75874,95259,0
52099,12028,0
96532,55867,0
31221,5982,0
64394,99034,0
10398,46374,0
92931,71651,0
99946,47318,0
52675,37646,0
59510,51420,0
75374,17468,0
70383,35357,0
98019,21452,0
85795,77568,0
21023,25933,0
98191,84455,0
5691,95722,0
76174,66517,0
15277,73419,0
15473,75165,0
35764,12142,0
32310,44663,0
315,51779,0
10452,79077,0
27930,64306,0
11857,90383,0
55221,32145,0
48392,63296,0
9922,97790,0
93111,42922,0
24287,66834,0
90509,43916,0
66441,91751,0
63479,23167,0
28086,967,0
42023,62340,0
80883,36835,0
17041,90520,0
1741,97855,0
10616,32398,0
42777,90457,0
97817,92676,0
39333,1788,0
42133,34616,0
83105,29984,0
14432,11366,0
96272,55922,0
80791,69976,0
48374,89240,0
81036,11618,0
85572,35073,0
23689,5004,0
2694,45082,0
99140,68528,0
84215,98523,0
62560,50158,0
3482,92487,0
48839,59188,0
43520,48881,0
2793,15811,0
34785,68334,0
25951,43034,0
27188,95962,0
4251,84238,0
27503,64994,0
33642,7223,0
34351,23846,0
85689,56373,0
67047,71145,0
83433,61355,0
68144,65468,0
56778,67858,0
28129,93603,0
22399,9620,0
68722,59180,0
12382,26044,0
79447,49660,0
4812,85671,0
84447,12919,0
40991,38565,0
25468,24009,0
68707,71922,0
37660,4943,0
15215,74500,0
29893,13126,0
4375,74656,0
37456,99723,0
22926,36851,0
52316,86833,0
15837,25138,0
91294,60475,0
13500,44920,0
78138,3421,0
76370,83733,0
15079,58573,0
38219,92577,0
25972,23084,0
74404,14692,0
32580,96019,0
82731,7068,0
69967,93374,0
40867,47049,0
51731,85384,0
61923,21944,0
75026,10070,0
62707,27576,0
91455,12565,0
